epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,350.037,0.45209,0.27329,0.87201,0.99425,1,0.995,0.93503,0.37667,0.20825,0.85217,0.00035382,0.00035382,0.00035382
78,354.461,0.4435,0.27132,0.86421,0.99319,1,0.995,0.93862,0.372,0.18269,0.84987,0.000339673,0.000339673,0.000339673
79,358.831,0.46438,0.27585,0.89299,0.9923,1,0.995,0.93969,0.3456,0.18312,0.84242,0.000325526,0.000325526,0.000325526
80,363.172,0.47083,0.28539,0.91052,0.99221,1,0.995,0.94142,0.33771,0.18355,0.8406,0.000311379,0.000311379,0.000311379
81,367.627,0.43928,0.26995,0.88097,0.9921,1,0.995,0.94927,0.3412,0.1767,0.84108,0.000297232,0.000297232,0.000297232
82,372.347,0.44028,0.27024,0.87531,0.99356,1,0.995,0.95137,0.33933,0.17536,0.84044,0.000283085,0.000283085,0.000283085
83,376.68,0.44619,0.26748,0.88464,0.99578,1,0.995,0.94397,0.35445,0.16773,0.84365,0.000268938,0.000268938,0.000268938
84,381.043,0.41422,0.24763,0.88889,0.99581,1,0.995,0.95175,0.34796,0.17373,0.84247,0.000254791,0.000254791,0.000254791
85,385.363,0.43129,0.26145,0.87119,0.99405,1,0.995,0.95824,0.34413,0.17668,0.84168,0.000240644,0.000240644,0.000240644
86,390.888,0.43124,0.26513,0.85794,0.99565,1,0.995,0.9467,0.34625,0.17522,0.84179,0.000226497,0.000226497,0.000226497
87,395.302,0.40264,0.24852,0.85952,0.99549,1,0.995,0.95009,0.35268,0.17641,0.84448,0.000212349,0.000212349,0.000212349
88,399.648,0.45025,0.27934,0.88356,0.99534,1,0.995,0.94929,0.35338,0.17134,0.84656,0.000198202,0.000198202,0.000198202
89,403.94,0.44173,0.25888,0.88654,0.99521,1,0.995,0.9464,0.35444,0.17187,0.84781,0.000184055,0.000184055,0.000184055
